accesscontrolinfo,alertactionscount,alertactionssent,attacks,captchasupport,city,clientipex,clientport,cookiessupport,countrycode,dlingestiontimestamp,endpointid,endtime,geocoordinates,headersview,hiddenalertactionscount,hiddenalertactionssent,httpversion,incidentoccurred,jssupport,mainattack,method,normalactionscount,normalactionssent,objectidentifier,pagehitcount,postbody,protocol,querystring,referrer,requestendtime,requestid,requestresult,requeststarttime,responseattacks,responseendtime,responsestarttime,serialnumber,sessionid,sessionmessagetime,sessionstarttime,siteid,sslcipher,tagevenets,tcpinfo,totalactionscount,totalactionssent,totalhitcount,url,urlid,visitorclappid,visitorclappsig1,visitorclapptype,visitorid,year,month,day,hour,minute,sessionblockinginfo,xforwardedfor,contentlength,useragent,dynamiciplists,tlsfingerprint,tlsfingerprintid,proxyid,messagedate,att
ALLOW,0,0,normal,false,Seattle,64.22.11.7,443,true,US,2026-05-01T08:33:01Z,EP034,2026-05-01T08:33:02Z,"47.60,-122.33",std_headers,0,0,HTTP/2,false,true,None,GET,1,1,OBJ1034,29,,HTTPS,"",google.com,2026-05-01T08:33:02Z,REQ0034,ALLOWED,2026-05-01T08:33:01Z,None,2026-05-01T08:33:02Z,2026-05-01T08:33:02Z,SN034,SID1034,2026-05-01T08:33:02Z,2026-05-01T08:33:00Z,SITE01,TLS_AES_256_GCM_SHA384,normal_browse,ok,1,1,29,https://corp.com/home,U034,CLAPP34,SIGX34,browser,VIS034,2026,5,1,8,33,NONE,10.0.0.34,300,Chrome/124,false,TLSFP034,1034,,2026-05-01,low
ALLOW,2,2,credential_stuffing,true,Manila,180.14.66.8,443,true,PH,2026-05-01T08:34:01Z,EP035,2026-05-01T08:34:03Z,"14.59,120.98",std_headers,1,1,HTTP/2,true,true,ATO,POST,4,4,OBJ1035,170,"username=ph1&password=111",HTTPS,"?retry=9",direct,2026-05-01T08:34:03Z,REQ0035,BLOCKED,2026-05-01T08:34:01Z,password_spray,2026-05-01T08:34:03Z,2026-05-01T08:34:02Z,SN035,SID1035,2026-05-01T08:34:02Z,2026-05-01T08:34:00Z,SITE01,TLS_AES_128_GCM_SHA256,login_wave,ok,6,6,170,https://corp.com/login,U035,CLAPP35,SIGX35,script,VIS035,2026,5,1,8,34,SOFT_BLOCK,10.0.0.35,950,python-requests/2.31,true,TLSFP035,1035,PRX35,2026-05-01,high
ALLOW,1,1,scraping,true,Sao Paulo,201.44.88.10,443,true,BR,2026-05-01T08:35:01Z,EP036,2026-05-01T08:35:04Z,"-23.55,-46.63",std_headers,0,0,HTTP/2,true,true,Scraping,GET,2,2,OBJ1036,380,,HTTPS,"?page=20",google.com,2026-05-01T08:35:04Z,REQ0036,CHALLENGED,2026-05-01T08:35:01Z,price_scrape,2026-05-01T08:35:04Z,2026-05-01T08:35:03Z,SN036,SID1036,2026-05-01T08:35:03Z,2026-05-01T08:35:00Z,SITE01,TLS_AES_256_GCM_SHA384,pricing_probe,ok,3,3,380,https://corp.com/pricing,U036,CLAPP36,SIGX36,headless,VIS036,2026,5,1,8,35,RATE_LIMIT,10.0.0.36,0,Scrapy/2.9,true,TLSFP036,1036,PRX36,2026-05-01,medium
ALLOW,3,3,ticket_scalping,true,Mumbai,49.32.11.77,443,true,IN,2026-05-01T08:36:01Z,EP037,2026-05-01T08:36:05Z,"19.07,72.87",std_headers,1,1,HTTP/2,true,true,Ticketing,POST,5,5,OBJ1037,520,"qty=22",HTTPS,"?event=889",direct,2026-05-01T08:36:05Z,REQ0037,BLOCKED,2026-05-01T08:36:01Z,inventory_hoard,2026-05-01T08:36:05Z,2026-05-01T08:36:03Z,SN037,SID1037,2026-05-01T08:36:03Z,2026-05-01T08:36:00Z,SITE01,TLS_CHACHA20_POLY1305_SHA256,buy_spike,ok,8,8,520,https://corp.com/checkout,U037,CLAPP37,SIGX37,automation,VIS037,2026,5,1,8,36,HARD_BLOCK,10.0.0.37,1800,Playwright,true,TLSFP037,1037,PRX37,2026-05-01,critical
ALLOW,2,2,credential_stuffing,true,Bangkok,112.55.90.13,443,true,TH,2026-05-01T08:37:01Z,EP038,2026-05-01T08:37:03Z,"13.75,100.50",std_headers,1,1,HTTP/2,true,true,ATO,POST,4,4,OBJ1038,188,"username=th1&password=xyz",HTTPS,"?retry=10",direct,2026-05-01T08:37:03Z,REQ0038,BLOCKED,2026-05-01T08:37:01Z,password_spray,2026-05-01T08:37:03Z,2026-05-01T08:37:02Z,SN038,SID1038,2026-05-01T08:37:02Z,2026-05-01T08:37:00Z,SITE01,TLS_AES_128_GCM_SHA256,login_wave,ok,6,6,188,https://corp.com/login,U038,CLAPP38,SIGX38,script,VIS038,2026,5,1,8,37,SOFT_BLOCK,10.0.0.38,1100,curl/8.1,true,TLSFP038,1038,PRX38,2026-05-01,high
ALLOW,1,1,scraping,true,Johannesburg,196.21.90.2,443,true,ZA,2026-05-01T08:38:01Z,EP039,2026-05-01T08:38:04Z,"-26.20,28.04",std_headers,0,0,HTTP/2,true,true,Scraping,GET,2,2,OBJ1039,420,,HTTPS,"?sku=400",bing.com,2026-05-01T08:38:04Z,REQ0039,CHALLENGED,2026-05-01T08:38:01Z,api_harvest,2026-05-01T08:38:04Z,2026-05-01T08:38:03Z,SN039,SID1039,2026-05-01T08:38:03Z,2026-05-01T08:38:00Z,SITE01,TLS_AES_256_GCM_SHA384,api_probe,ok,3,3,420,https://corp.com/api/products,U039,CLAPP39,SIGX39,headless,VIS039,2026,5,1,8,38,RATE_LIMIT,10.0.0.39,0,HeadlessChrome,true,TLSFP039,1039,PRX39,2026-05-01,medium
ALLOW,3,3,ticket_scalping,true,Doha,178.90.17.8,443,true,QA,2026-05-01T08:39:01Z,EP040,2026-05-01T08:39:05Z,"25.28,51.53",std_headers,1,1,HTTP/2,true,true,Ticketing,POST,5,5,OBJ1040,610,"qty=30",HTTPS,"?event=202",direct,2026-05-01T08:39:05Z,REQ0040,BLOCKED,2026-05-01T08:39:01Z,inventory_hoard,2026-05-01T08:39:05Z,2026-05-01T08:39:03Z,SN040,SID1040,2026-05-01T08:39:03Z,2026-05-01T08:39:00Z,SITE01,TLS_CHACHA20_POLY1305_SHA256,buy_spike,ok,8,8,610,https://corp.com/buy,U040,CLAPP40,SIGX40,automation,VIS040,2026,5,1,8,39,HARD_BLOCK,10.0.0.40,2200,selenium-bot,true,TLSFP040,1040,PRX40,2026-05-01,critical
ALLOW,2,2,credential_stuffing,true,Hanoi,113.77.41.10,443,true,VN,2026-05-01T08:40:01Z,EP041,2026-05-01T08:40:03Z,"21.02,105.84",std_headers,1,1,HTTP/2,true,true,ATO,POST,4,4,OBJ1041,205,"username=vn1&password=abc",HTTPS,"?retry=11",direct,2026-05-01T08:40:03Z,REQ0041,BLOCKED,2026-05-01T08:40:01Z,password_spray,2026-05-01T08:40:03Z,2026-05-01T08:40:02Z,SN041,SID1041,2026-05-01T08:40:02Z,2026-05-01T08:40:00Z,SITE01,TLS_AES_128_GCM_SHA256,login_wave,ok,6,6,205,https://corp.com/login,U041,CLAPP41,SIGX41,script,VIS041,2026,5,1,8,40,SOFT_BLOCK,10.0.0.41,1150,python-requests/2.31,true,TLSFP041,1041,PRX41,2026-05-01,high
ALLOW,1,1,scraping,true,Istanbul,88.201.11.7,443,true,TR,2026-05-01T08:41:01Z,EP042,2026-05-01T08:41:04Z,"41.00,28.97",std_headers,0,0,HTTP/2,true,true,Scraping,GET,2,2,OBJ1042,460,,HTTPS,"?page=25",google.com,2026-05-01T08:41:04Z,REQ0042,CHALLENGED,2026-05-01T08:41:01Z,catalog_enum,2026-05-01T08:41:04Z,2026-05-01T08:41:03Z,SN042,SID1042,2026-05-01T08:41:03Z,2026-05-01T08:41:00Z,SITE01,TLS_AES_256_GCM_SHA384,pricing_probe,ok,3,3,460,https://corp.com/catalog,U042,CLAPP42,SIGX42,headless,VIS042,2026,5,1,8,41,RATE_LIMIT,10.0.0.42,0,Go-http-client/1.1,true,TLSFP042,1042,PRX42,2026-05-01,medium
ALLOW,3,3,ticket_scalping,true,Kuala Lumpur,175.33.91.4,443,true,MY,2026-05-01T08:42:01Z,EP043,2026-05-01T08:42:05Z,"3.13,101.68",std_headers,1,1,HTTP/2,true,true,Ticketing,POST,5,5,OBJ1043,700,"qty=42",HTTPS,"?event=808",direct,2026-05-01T08:42:05Z,REQ0043,BLOCKED,2026-05-01T08:42:01Z,inventory_hoard,2026-05-01T08:42:05Z,2026-05-01T08:42:03Z,SN043,SID1043,2026-05-01T08:42:03Z,2026-05-01T08:42:00Z,SITE01,TLS_CHACHA20_POLY1305_SHA256,buy_spike,ok,8,8,700,https://corp.com/checkout,U043,CLAPP43,SIGX43,automation,VIS043,2026,5,1,8,42,HARD_BLOCK,10.0.0.43,2500,Playwright,true,TLSFP043,1043,PRX43,2026-05-01,critical
ALLOW,2,2,credential_stuffing,true,Nairobi,102.11.88.9,443,true,KE,2026-05-01T08:43:01Z,EP044,2026-05-01T08:43:03Z,"-1.29,36.82",std_headers,1,1,HTTP/2,true,true,ATO,POST,4,4,OBJ1044,215,"username=ke1&password=bot",HTTPS,"?retry=12",direct,2026-05-01T08:43:03Z,REQ0044,BLOCKED,2026-05-01T08:43:01Z,password_spray,2026-05-01T08:43:03Z,2026-05-01T08:43:02Z,SN044,SID1044,2026-05-01T08:43:02Z,2026-05-01T08:43:00Z,SITE01,TLS_AES_128_GCM_SHA256,login_wave,ok,6,6,215,https://corp.com/login,U044,CLAPP44,SIGX44,script,VIS044,2026,5,1,8,43,SOFT_BLOCK,10.0.0.44,1200,curl/8.1,true,TLSFP044,1044,PRX44,2026-05-01,high
ALLOW,1,1,scraping,true,Buenos Aires,181.77.55.1,443,true,AR,2026-05-01T08:44:01Z,EP045,2026-05-01T08:44:04Z,"-34.60,-58.38",std_headers,0,0,HTTP/2,true,true,Scraping,GET,2,2,OBJ1045,510,,HTTPS,"?page=31",google.com,2026-05-01T08:44:04Z,REQ0045,CHALLENGED,2026-05-01T08:44:01Z,price_scrape,2026-05-01T08:44:04Z,2026-05-01T08:44:03Z,SN045,SID1045,2026-05-01T08:44:03Z,2026-05-01T08:44:00Z,SITE01,TLS_AES_256_GCM_SHA384,api_probe,ok,3,3,510,https://corp.com/pricing,U045,CLAPP45,SIGX45,headless,VIS045,2026,5,1,8,44,RATE_LIMIT,10.0.0.45,0,Scrapy/2.9,true,TLSFP045,1045,PRX45,2026-05-01,medium
ALLOW,3,3,ticket_scalping,true,Riyadh,188.17.44.2,443,true,SA,2026-05-01T08:45:01Z,EP046,2026-05-01T08:45:05Z,"24.71,46.67",std_headers,1,1,HTTP/2,true,true,Ticketing,POST,5,5,OBJ1046,840,"qty=50",HTTPS,"?event=999",direct,2026-05-01T08:45:05Z,REQ0046,BLOCKED,2026-05-01T08:45:01Z,inventory_hoard,2026-05-01T08:45:05Z,2026-05-01T08:45:03Z,SN046,SID1046,2026-05-01T08:45:03Z,2026-05-01T08:45:00Z,SITE01,TLS_CHACHA20_POLY1305_SHA256,buy_spike,ok,8,8,840,https://corp.com/buy,U046,CLAPP46,SIGX46,automation,VIS046,2026,5,1,8,45,HARD_BLOCK,10.0.0.46,3100,selenium-bot,true,TLSFP046,1046,PRX46,2026-05-01,critical
